,id,name,alias,categories,description,latitude,longitude,address,phone,rating,review_count,review,url,image_url,is_closed,price,hours,transactions,languages,attributes,transit,best_time,delivery,pickup,online_ordering
0,3h8FZefVHohejIQ_h_XpCw,Casa Benigna,casa-benigna-madrid,"[{'alias': 'arroceria_paella', 'title': 'Arroceria / Paella'}]",Arroceria / Paella ,40.448094,-3.6743163,"Calle Benigno Soto, 9, 28002 Madrid, Spain",+34914133356,5.0,61,"Casa Benigna and its staff were absolutely wonderful! It was recommended to me by a Madrileño friend as having the best rice, and that was totally accurate..... EAT HERE IMMEDIATELY! I cannot recommend this quaint restaurant enough!The staff is amazing, caring and genuine. Impeccable service. They treat you like.... Great food and outstanding service-good interiors My husband and i came for pre birthday dinner and not only enjoyed the food but the owners were so.... ",https://www.yelp.com/biz/casa-benigna-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media2.fl.yelpcdn.com/bphoto/tbpiqnDkAshi2LiU9CMs3Q/o.jpg,False,€€€,,[],,,,,,,
1,9PmBsprReGaCiQ4bvxQoHQ,Diverxo,diverxo-madrid,"[{'alias': 'signature_cuisine', 'title': 'Signature Cuisine'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",Signature Cuisine Mediterranean ,40.457888263931,-3.68604997698104,"Calle Padre Damián, 23, 28020 Madrid, Spain",+34915700766,5.0,53,"Diverxo is one of the most memorable, mindfuck meals I've had in my life. Highlight of my year and my trip, and Top 5 meals of my life so far.

If you're on.... I came in with lofty expectations and they just weren't met.  Ambiance and service were top notch.

Pace of the meal was too long, but it almost had to be.... Wonderful dining experience.  Food as art.  Finesse to the extreme.  Every flavor one can imagine.  Wine pairing was best ever. Nine unique and perfectly.... ",https://www.yelp.com/biz/diverxo-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media2.fl.yelpcdn.com/bphoto/UqDT1RAuOOEqA5_u8ju-wg/o.jpg,False,€€€€,,[],,,,,,,
2,oXY89V9i9-95LPfdL_W1Bw,Asador Donostiarra,asador-donostiarra-madrid,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'basque', 'title': 'Basque'}, {'alias': 'spanish', 'title': 'Spanish'}]",Steakhouses Basque Spanish ,40.4618550274638,-3.69583844582038,"Calle de la Infanta Mercedes, 79, 28020 Madrid, Spain",+34915790871,4.0,29,"Stayed in Madrid for 8 days. Must have tried 15 different restaurants. NOTHING I MEAN NOTHING compares to A Donoatria. The service, the food THE FOOD!!!!.... Another Madrid gem to be discovered. Bask country style in Madrid financial and business area. Great Menu. Nice and generous portions
Excellent for business.... Great place. The quality of the ingreafiebts is exceptional. Traditional asador Spanish food. Ceremonial serving. Familiar to Real Madrid players.. ",https://www.yelp.com/biz/asador-donostiarra-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media2.fl.yelpcdn.com/bphoto/tLWs9vS4k_vtCQfdoQywOA/o.jpg,False,€€€,,[],,,,,,,
3,Nbt06KZYw1gyjpN1eh5qbw,L'Albufera,l-albufera-madrid,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'arroceria_paella', 'title': 'Arroceria / Paella'}]",Gluten-Free Mediterranean Arroceria / Paella ,40.4614403,-3.6921475,"Calle Poeta Joan Maragall, 43, 28020 Madrid, Spain",+34915675197,5.0,23,"Love this place, we have been here a few times over the years. A few of us went back in February. We ended up getting a Seafood Paella. The Paella was.... Wonderful restaurant.  Best paella I've had in Madrid.  Tapas were good, with the mushrooms being my favorite.  Paella was moist, lots of seafood, and a.... Located in the basement of the Melia hotel this is an amazing place to come for paella in Madrid. It is rated by the locals as the best paella is Madrid and.... ",https://www.yelp.com/biz/l-albufera-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media2.fl.yelpcdn.com/bphoto/Xyn6I5u958jz8svTjay86w/o.jpg,False,€€€,,[],,,,,,,
4,bdw-RrRLqWOOsptmyDSBXw,Tierra,tierra-madrid-16,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",American (Traditional) Mexican Vegetarian ,40.45645,-3.69292,"Calle de San Germán, 12, 28020 Madrid, Spain",+34915937120,5.0,20,"If you are an American looking for an identical version of Chipotle or Tex Mex, then you have come to the right place.  They serve you big portions and the.... I've been to the Tierra by Dubliners in Sol and I didn't know they sold margaritas at bigger locations! My friend and I were on the prowl for a cheap.... Great atmosphere in downtown Madrid!  The employee preparing my meal quickly picked up that I was more comfortable with English and presented all options.... ",https://www.yelp.com/biz/tierra-madrid-16?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media1.fl.yelpcdn.com/bphoto/DRYz8ZtA_AyCOOCDkBeFsQ/o.jpg,False,€,,[],,,,,,,
5,jNNUD_5R_0_jZgglLaUC-w,De María,de-maría-madrid-7,"[{'alias': 'steak', 'title': 'Steakhouses'}]",Steakhouses ,40.4634705,-3.68821,"Calle Félix Boix, 5, 28036 Madrid, Spain",+34913596507,5.0,10,"Our local coworker took us for a dinner here and I loved the ambiance (open air) and service (attentively yet not intrusive).  The steak was amazing cooked.... We brought the family here on a Sunday night. We arrived at their opening at 9pm. They have great service. I would definitely recommend you trying this.... Was very close to Charmartin train station and stumbled upon it. Very generous portions. Almost missed my train trying to finish meal.
The servers were.... ",https://www.yelp.com/biz/de-mar%C3%ADa-madrid-7?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media3.fl.yelpcdn.com/bphoto/VRmN7gUWhbN8-gYZkRGLNA/o.jpg,False,€€,,[],,,,,,,
6,poVvz7mHtJoZ6-F-hox_zA,Matcha,matcha-madrid,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",Asian Fusion Sushi Bars ,40.460297014489,-3.69667736120842,"Calle de la Infanta Mercedes, 62, 28020 Madrid, Spain",+34915700579,5.0,10,"This place for lunch was awesome!!! Not only the service but the food! They served us very quickly with each plate and we were even able to sit and have tea.... As an American sushi connoisseur, I recommend this to all levels of sushi lovers. The sushi beyond fresh, service is quick and friendly, and the menu is.... ",https://www.yelp.com/biz/matcha-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media2.fl.yelpcdn.com/bphoto/FUxMqTVsAZ4LoXt-1AXmCA/o.jpg,False,€€,,[],,,,,,,
7,q5ZewS5978uy6T7VmpZ_6g,Goiko Grill,goiko-grill-madrid-5,"[{'alias': 'burgers', 'title': 'Burgers'}]",Burgers ,40.45225,-3.69695,"Avenida del General Perón, 16, 28020 Madrid, Spain",+34910239421,4.0,27,"One amazing burger , yummy from beginning to end. I think I had the one with goats che ese. I picked it was close to home, on Alberto Alcocer.. Friendly greeting and attentive young staff although an empty restaurant with Reserved signs on every table didn't give a great first impression ... such is.... ",https://www.yelp.com/biz/goiko-grill-madrid-5?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media4.fl.yelpcdn.com/bphoto/NUD4zH6K6gl2h0cvTqwz1w/o.jpg,False,€€,,[],,,,,,,
8,KZGcAbBG57lk9xGxfUlU7g,La Chalana,la-chalana-madrid-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'arroceria_paella', 'title': 'Arroceria / Paella'}]",Seafood Steakhouses Arroceria / Paella ,40.4629477491256,-3.6901717633009,"Paseo de La Castellana, 179, 28046 Madrid, Spain",+34916217659,5.0,11,This restaurant is absolutely phenomenal whether you are looking for typical Spanish food or fresh seafood! The restaurant is pretty upscale and a bit.... Came here for dinner on our last night in Madrid. Found it through Yelp (thanks guys)! Everything was fantastic! We ended up getting the 3 course dinner for.... The best place for a good and affordable evening with friends or a date. They have great deals if you eat at the bar ( 6 glasses of sidra and 12 longostine.... ,https://www.yelp.com/biz/la-chalana-madrid-2?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media1.fl.yelpcdn.com/bphoto/OJ6pE8_rnwUeFhpyG6U47A/o.jpg,False,€€,,[],,,,,,,
9,vN43x56mIKFIG0XWzWZnrQ,Alfredo's Barbacoa,alfredos-barbacoa-madrid,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",American (Traditional) Burgers ,40.460491958998,-3.6872518199854,"Calle de Juan Hurtado de Mendoza, 11, 28036 Madrid, Spain",+34913451639,4.0,55,"Delicious food and a friendly environment.

The burgers are particularly worth trying, they are possibly the best I've had in Madrid. The chili is also.... I will never return to this restaurant again, not because of the food (which was good for Spanish standards), but because of the offensive decoration. The.... Best burgers I found during my summer in Spain. Questionable decore (confederate flags and KKK references), but aside from that, the best coleslaw I've ever.... ",https://www.yelp.com/biz/alfredos-barbacoa-madrid?adjust_creative=dqGj2AyTnWyy-XaSZcvTtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dqGj2AyTnWyy-XaSZcvTtA,https://s3-media4.fl.yelpcdn.com/bphoto/HsafPJTCYJYxXzdsQ4zMcA/o.jpg,False,€€,,[],,,,,,,
